,Location,Latitude,Longitude,Facility Type,Facility Size,Technology Level,Crop,Evapotranspiration (L/year),Annual Water Consumption (L/year),Annual Energy Consumption (MWh/year),Annual CO2 Emissions (kg CO2-eq/year)
187,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Large,High-tech,Zucchini,1104603.7391873607,1104603.7391873607,52.03440000000002,11877.434209772031
188,"Lihue, Hawaii",21.9769622,-159.3687721,Hoop House,Large,High-tech,Strawberries,982396.5938146242,982396.5938146242,52.03440000000002,11877.434209772031
189,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Small,Low-tech,Roses,434034.2696420254,434034.2696420254,57.81600000000002,13197.149121968923
190,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Small,Low-tech,Lettuce,566367.3516686663,566367.3516686663,57.81600000000002,13197.149121968923
191,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Small,Low-tech,Spinach,570225.4472459547,570225.4472459547,57.81600000000002,13197.149121968923
192,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Small,Low-tech,Broccoli,568547.7241543969,568547.7241543969,57.81600000000002,13197.149121968923
193,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Small,Low-tech,Basil,516245.9021759763,516245.9021759763,57.81600000000002,13197.149121968923
194,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Small,Low-tech,Tomatoes,740939.4114971459,740939.4114971459,57.81600000000002,13197.149121968923
195,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Small,Low-tech,Bell peppers,652747.2408546347,652747.2408546347,57.81600000000002,13197.149121968923
196,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Small,Low-tech,Zucchini,540098.5232630278,540098.5232630278,57.81600000000002,13197.149121968923
197,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Small,Low-tech,Strawberries,480344.966033622,480344.966033622,57.81600000000002,13197.149121968923
198,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Small,High-tech,Roses,434034.2696420254,868068.5392840508,244.80230817432113,55878.86686001637
199,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Small,High-tech,Lettuce,566367.3516686663,1132734.7033373327,239.5598348793514,54682.21365257111
200,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Small,High-tech,Spinach,570225.4472459547,1140450.8944919093,232.6867228286576,53122.334462923114
201,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Small,High-tech,Broccoli,568547.7241543969,1137095.4483087938,271.48398228531863,61969.25761805241
202,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Small,High-tech,Basil,516245.9021759763,1032491.8043519526,243.96725479006892,55750.48350686437
203,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Small,High-tech,Tomatoes,740939.4114971459,1481878.8229942918,213.42058584488035,49244.40228732991
204,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Small,High-tech,Bell peppers,652747.2408546347,1305494.481709269,217.48363750337762,49918.828743420054
205,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Small,High-tech,Zucchini,540098.5232630278,1080197.0465260556,232.1807114866162,53001.40503884128
206,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Small,High-tech,Strawberries,480344.966033622,960689.932067244,300.12322634491164,68513.60136964875
207,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,Low-tech,Roses,759559.9718735445,759559.9718735445,114.975,26244.3306402791
208,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,Low-tech,Lettuce,991142.8654201664,991142.8654201664,114.975,26244.3306402791
209,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,Low-tech,Spinach,997894.5326804208,997894.5326804208,114.975,26244.3306402791
210,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,Low-tech,Broccoli,994958.5172701946,994958.5172701946,114.975,26244.3306402791
211,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,Low-tech,Basil,903430.3288079586,903430.3288079586,114.975,26244.3306402791
212,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,Low-tech,Tomatoes,1296643.9701200053,1296643.9701200053,114.975,26244.3306402791
213,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,Low-tech,Bell peppers,1142307.6714956108,1142307.6714956108,114.975,26244.3306402791
214,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,Low-tech,Zucchini,945172.4157102988,945172.4157102988,114.975,26244.3306402791
215,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,Low-tech,Strawberries,840603.6905588387,840603.6905588387,114.975,26244.3306402791
216,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,High-tech,Roses,759559.9718735445,1519119.943747089,415.8871769222129,94930.90306761302
217,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,High-tech,Lettuce,991142.8654201664,1982285.7308403328,409.0392126403509,93367.77857249662
218,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,High-tech,Spinach,997894.5326804208,1995789.065360841,398.2694033698882,90926.7171683929
219,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,High-tech,Broccoli,994958.5172701946,1989917.0345403887,459.78494494844165,104951.05995781193
220,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,High-tech,Basil,903430.3288079586,1806860.6576159173,415.62344375820567,94973.55866288515
221,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,High-tech,Tomatoes,1296643.9701200053,2593287.9402400106,369.9244195420058,85295.6170622108
222,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,High-tech,Bell peppers,1142307.6714956108,2284615.3429912217,375.2952089686412,86114.48876585197
223,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,High-tech,Zucchini,945172.4157102988,1890344.8314205972,397.05803136408315,90639.62473973972
224,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,High-tech,Strawberries,840603.6905588387,1681207.3811176773,505.6591459562952,115434.69584189559
225,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,Low-tech,Roses,1085085.6741050638,1085085.6741050638,72.27,16496.436402461146
226,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,Low-tech,Lettuce,1415918.3791716662,1415918.3791716662,72.27,16496.436402461146
227,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,Low-tech,Spinach,1425563.6181148873,1425563.6181148873,72.27,16496.436402461146
228,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,Low-tech,Broccoli,1421369.3103859923,1421369.3103859923,72.27,16496.436402461146
229,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,Low-tech,Basil,1290614.7554399413,1290614.7554399413,72.27,16496.436402461146
230,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,Low-tech,Tomatoes,1852348.5287428647,1852348.5287428647,72.27,16496.436402461146
231,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,Low-tech,Bell peppers,1631868.1021365868,1631868.1021365868,72.27,16496.436402461146
232,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,Low-tech,Zucchini,1350246.3081575695,1350246.3081575695,72.27,16496.436402461146
233,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,Low-tech,Strawberries,1200862.4150840552,1200862.4150840552,72.27,16496.436402461146
234,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,High-tech,Roses,1085085.6741050638,2170171.348210128,483.3262356336443,110324.6230492786
235,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,High-tech,Lettuce,1415918.3791716662,2831836.7583433324,475.22856327765925,108476.34674596706
236,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,High-tech,Spinach,1425563.6181148873,2851127.2362297745,460.72788473565504,105191.50416287864
237,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,High-tech,Broccoli,1421369.3103859923,2842738.620771985,544.0172644295549,124178.02967348888
238,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,High-tech,Basil,1290614.7554399413,2581229.5108798826,483.78748484255635,110571.71015463593
239,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,High-tech,Tomatoes,1852348.5287428647,3704697.0574857295,424.02184117972473,97957.86094496922
240,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,High-tech,Bell peppers,1631868.1021365868,3263736.2042731736,430.4750116767131,98876.1177697618
241,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,High-tech,Zucchini,1350246.3081575695,2700492.6163151395,458.7753822667277,104730.2974187366
242,"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,High-tech,Strawberries,1200862.4150840552,2401724.8301681103,606.4772415012357,138452.55870026673
243,"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Small,High-tech,Roses,187848.0621022584,234810.07762782305,2789.997496477711,636848.1564088886
244,"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Small,High-tech,Lettuce,242768.2074790771,303460.25934884633,1747.4935775808544,398884.96840005356
245,"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Small,High-tech,Spinach,244359.5321583068,305449.4151978835,1633.0506424270916,372762.0875162147
246,"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Small,High-tech,Broccoli,243215.45587604988,304019.31984506233,1916.063817524721,437363.01243743574
247,"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Small,High-tech,Basil,222359.44552257267,277949.3069032158,2667.5623591885305,608900.9659326528
248,"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Small,High-tech,Tomatoes,320813.1474228628,401016.4342785784,2240.4214685007128,511401.27673765906
249,"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Small,High-tech,Bell peppers,281713.11988864106,352141.3998608013,2122.1492716893317,484404.3240203723
250,"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Small,High-tech,Zucchini,231474.71466418885,289343.393330236,1647.2135434898219,375994.92820606777
251,"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Small,High-tech,Strawberries,205234.5424956237,256543.17811952968,3205.701795083525,731737.3154538663
252,"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Medium,High-tech,Roses,328734.10867895227,410917.63584869023,4859.027468696742,1109127.405772348
253,"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Medium,High-tech,Lettuce,424844.3630883848,531055.4538604812,3020.4708265682225,689456.2736401265
254,"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Medium,High-tech,Spinach,427629.18127703696,534536.4765962961,2822.0782770430724,644170.9536461626
255,"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Medium,High-tech,Broccoli,425627.0477830873,532033.8097288591,3305.4025954715544,754495.1390719041
256,"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Medium,High-tech,Basil,389129.0296645021,486411.2870806276,4644.691844598953,1060202.9005597979
257,"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Medium,High-tech,Tomatoes,561423.0079900098,701778.7599875123,3905.106402537115,891384.2453894751
258,"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Medium,High-tech,Bell peppers,492997.9598051219,616247.4497564023,3696.1781664919818,843694.0370236672
259,"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Medium,High-tech,Zucchini,405080.7506623304,506350.9383279132,2846.013432982728,649634.4208904067
260,"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Medium,High-tech,Strawberries,359160.4493673415,448950.5617091769,5570.109161131248,1271439.7610539345
261,"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Large,High-tech,Roses,469620.1552556461,587025.1940695576,6925.169914709885,1580747.5449598578
262,"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Large,High-tech,Lettuce,606920.5186976927,758650.6483721158,4288.417144482675,978879.2125526842
263,"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Large,High-tech,Spinach,610898.8303957671,763623.5379947087,4006.340827896591,914492.1360727778
264,"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Large,High-tech,Broccoli,608038.6396901247,760048.2996126559,4688.186842567052,1070131.1206761105
265,"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Large,High-tech,Basil,555898.6138064318,694873.2672580397,6618.864989643851,1510830.0174088343
266,"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Large,High-tech,Tomatoes,802032.8685571569,1002541.0856964462,5567.895173286515,1270934.3935476877
267,"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Large,High-tech,Bell peppers,704282.7997216026,880353.4996520034,5268.020674539036,1202484.682778244
268,"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Large,High-tech,Zucchini,578686.786660472,723358.48332559,4039.935627753,922160.5251593237
269,"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Large,High-tech,Strawberries,513086.35623905936,641357.9452988242,7929.129917205412,1809912.652636379
270,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,Low-tech,Roses,306483.5286815641,306483.5286815641,0.0,0.0
271,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,Low-tech,Lettuce,399750.7531036305,399750.7531036305,0.0,0.0
272,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,Low-tech,Spinach,402499.6772905561,402499.6772905561,0.0,0.0
273,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,Low-tech,Broccoli,401149.92686906207,401149.92686906207,0.0,0.0
274,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,Low-tech,Basil,364537.043811976,364537.043811976,0.0,0.0
275,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,Low-tech,Tomatoes,523515.911274808,523515.911274808,0.0,0.0
276,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,Low-tech,Bell peppers,461062.86952049535,461062.86952049535,0.0,0.0
277,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,Low-tech,Zucchini,381223.45911584457,381223.45911584457,0.0,0.0
278,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,Low-tech,Strawberries,339014.72707488755,339014.72707488755,0.0,0.0
279,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,High-tech,Roses,306483.5286815641,306483.5286815641,33.28776,13072.103351999998
280,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,High-tech,Lettuce,399750.7531036305,399750.7531036305,33.28776,13072.103351999998
281,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,High-tech,Spinach,402499.6772905561,402499.6772905561,33.28776,13072.103351999998
282,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,High-tech,Broccoli,401149.92686906207,401149.92686906207,33.28776,13072.103351999998
283,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,High-tech,Basil,364537.043811976,364537.043811976,33.28776,13072.103351999998
284,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,High-tech,Tomatoes,523515.911274808,523515.911274808,33.28776,13072.103351999998
285,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,High-tech,Bell peppers,461062.86952049535,461062.86952049535,33.28776,13072.103351999998
286,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,High-tech,Zucchini,381223.45911584457,381223.45911584457,33.28776,13072.103351999998
287,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,High-tech,Strawberries,339014.72707488755,339014.72707488755,33.28776,13072.103351999998
288,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,Low-tech,Roses,536346.175192737,536346.175192737,0.0,0.0
289,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,Low-tech,Lettuce,699563.8179313535,699563.8179313535,0.0,0.0
290,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,Low-tech,Spinach,704374.4352584732,704374.4352584732,0.0,0.0
291,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,Low-tech,Broccoli,702012.3720208587,702012.3720208587,0.0,0.0
292,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,Low-tech,Basil,637939.826670958,637939.826670958,0.0,0.0
293,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,Low-tech,Tomatoes,916152.8447309138,916152.8447309138,0.0,0.0
294,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,Low-tech,Bell peppers,806860.0216608669,806860.0216608669,0.0,0.0
295,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,Low-tech,Zucchini,667141.0534527281,667141.0534527281,0.0,0.0
296,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,Low-tech,Strawberries,593275.7723810531,593275.7723810531,0.0,0.0
297,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,High-tech,Roses,536346.175192737,536346.175192737,64.19250000000001,25208.394750000003
298,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,High-tech,Lettuce,699563.8179313535,699563.8179313535,64.19250000000001,25208.394750000003
299,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,High-tech,Spinach,704374.4352584732,704374.4352584732,64.19250000000001,25208.394750000003
300,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,High-tech,Broccoli,702012.3720208587,702012.3720208587,64.19250000000001,25208.394750000003
301,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,High-tech,Basil,637939.826670958,637939.826670958,64.19250000000001,25208.394750000003
302,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,High-tech,Tomatoes,916152.8447309138,916152.8447309138,64.19250000000001,25208.394750000003
303,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,High-tech,Bell peppers,806860.0216608669,806860.0216608669,64.19250000000001,25208.394750000003
304,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,High-tech,Zucchini,667141.0534527281,667141.0534527281,64.19250000000001,25208.394750000003
305,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,High-tech,Strawberries,593275.7723810531,593275.7723810531,64.19250000000001,25208.394750000003
306,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Large,Low-tech,Roses,766208.82170391,766208.82170391,0.0,0.0
307,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Large,Low-tech,Lettuce,999376.8827590764,999376.8827590764,0.0,0.0
308,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Large,Low-tech,Spinach,1006249.1932263904,1006249.1932263904,0.0,0.0
309,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Large,Low-tech,Broccoli,1002874.8171726553,1002874.8171726553,0.0,0.0
310,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Large,Low-tech,Basil,911342.60952994,911342.60952994,0.0,0.0
311,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Large,Low-tech,Tomatoes,1308789.7781870195,1308789.7781870195,0.0,0.0
312,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Large,Low-tech,Bell peppers,1152657.1738012384,1152657.1738012384,0.0,0.0
313,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Large,Low-tech,Zucchini,953058.6477896114,953058.6477896114,0.0,0.0
314,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Large,Low-tech,Strawberries,847536.8176872188,847536.8176872188,0.0,0.0
315,"Tampa, Florida",27.9477595,-82.458444,Hoop House,Large,High-tech,Roses,766208.82170391,766208.82170391,40.28112,15818.395824
