Location,Latitude,Longitude,Facility Type,Facility Size,Technology Level,Crop,Evapotranspiration (L/year),Annual Water Consumption (L/year),Annual Energy Consumption (MWh/year),Annual CO2 Emissions (kg CO2-eq/year)
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,Low-tech,Broccoli,1009149.9,1009149.9,114.975,26244.33064
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,Low-tech,Basil,922311.0583,922311.0583,114.975,26244.33064
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,Low-tech,Tomatoes,1330342.546,1330342.546,114.975,26244.33064
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,Low-tech,Bell peppers,1169027.3,1169027.3,114.975,26244.33064
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,Low-tech,Zucchini,961611.7987,961611.7987,114.975,26244.33064
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,Low-tech,Strawberries,854471.3113,854471.3113,114.975,26244.33064
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,High-tech,Roses,790501.6804,1581003.361,418.0358929,95421.37155
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,High-tech,Lettuce,1022860.473,2045720.946,411.2418102,93870.54611
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,High-tech,Spinach,1030927.383,2061854.767,400.7100908,91487.93257
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,High-tech,Broccoli,1020602.134,2041204.268,461.5657403,105357.5464
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,High-tech,Basil,939853.1279,1879706.256,419.0269142,95774.8671
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,High-tech,Tomatoes,1363625.945,2727251.889,381.7436174,88196.83537
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,High-tech,Bell peppers,1194687.142,2389374.285,382.715024,87914.81931
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,High-tech,Zucchini,975999.0491,1951998.098,399.2555681,91142.82477
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Medium,High-tech,Strawberries,866401.6294,1732803.259,507.5554967,115870.4889
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,Low-tech,Roses,1107974.897,1107974.897,72.27,16496.4364
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,Low-tech,Lettuce,1440152.11,1440152.11,72.27,16496.4364
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,Low-tech,Spinach,1450672.733,1450672.733,72.27,16496.4364
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,Low-tech,Broccoli,1441642.714,1441642.714,72.27,16496.4364
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,Low-tech,Basil,1317587.226,1317587.226,72.27,16496.4364
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,Low-tech,Tomatoes,1900489.352,1900489.352,72.27,16496.4364
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,Low-tech,Bell peppers,1670039,1670039,72.27,16496.4364
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,Low-tech,Zucchini,1373731.141,1373731.141,72.27,16496.4364
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,Low-tech,Strawberries,1220673.302,1220673.302,72.27,16496.4364
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,High-tech,Roses,1129288.115,2258576.23,486.3958299,111025.2923
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,High-tech,Lettuce,1461229.247,2922458.494,478.3760494,109194.8214
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,High-tech,Spinach,1472753.405,2945506.81,464.2191611,105994.4139
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,High-tech,Broccoli,1458003.049,2916006.097,546.5612577,124758.7246
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,High-tech,Basil,1342647.326,2685294.651,488.6059469,111705.256
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,High-tech,Tomatoes,1948037.064,3896074.128,440.4732065,101990.975
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,High-tech,Bell peppers,1706695.918,3413391.835,440.8514534,101390.809
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,High-tech,Zucchini,1394284.356,2788568.712,461.9158388,105449.4411
"Lihue, Hawaii",21.9769622,-159.3687721,Greenhouse,Large,High-tech,Strawberries,1237716.613,2475433.227,609.183911,139074.5046
"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Small,High-tech,Roses,116857.7714,146072.2142,2773.564664,633097.1785
"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Small,High-tech,Lettuce,151753.4435,189691.8044,1726.42548,394075.9393
"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Small,High-tech,Spinach,152659.6854,190824.6068,1612.436394,368056.6546
"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Small,High-tech,Broccoli,152542.239,190677.7987,1895.074781,432572.03
"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Small,High-tech,Basil,138372.4646,172965.5808,2652.764846,605523.2679
"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Small,High-tech,Tomatoes,198425.8931,248032.3663,2323.983529,530475.2523
"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Small,High-tech,Bell peppers,174788.8949,218486.1186,2149.327429,490608.0425
"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Small,High-tech,Zucchini,144647.2016,180809.002,1627.168571,371419.439
"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Small,High-tech,Strawberries,128387.3442,160484.1803,3188.525638,727816.6653
"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Medium,High-tech,Roses,204501.0999,255626.3749,4830.270012,1102563.194
"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Medium,High-tech,Lettuce,265568.5262,331960.6577,2983.601656,681040.4728
"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Medium,High-tech,Spinach,267154.4495,333943.0619,2786.081981,635954.3961
"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Medium,High-tech,Broccoli,266948.9182,333686.1477,3268.671782,746110.9198
"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Medium,High-tech,Basil,242151.8131,302689.7664,4618.533677,1054232.006
"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Medium,High-tech,Tomatoes,347245.3129,434056.6411,4033.450546,920680.2326
"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Medium,High-tech,Bell peppers,305880.566,382350.7075,3736.121705,852811.5967
"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Medium,High-tech,Zucchini,253132.6028,316415.7536,2810.947583,641630.2482
"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Medium,High-tech,Strawberries,224677.8524,280847.3155,5540.129524,1264596.573
"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Large,High-tech,Roses,292144.4285,365180.5356,6884.087833,1571370.1
"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Large,High-tech,Lettuce,379383.6088,474229.511,4235.748909,966857.0982
"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Large,High-tech,Spinach,381649.2136,477061.517,3954.9322,902757.5412
"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Large,High-tech,Broccoli,381355.5974,476694.4968,4635.714252,1058153.665
"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Large,High-tech,Basil,345931.1616,432413.9519,6581.167433,1502225.128
"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Large,High-tech,Tomatoes,496064.7327,620080.9159,5737.257882,1309593.327
"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Large,High-tech,Bell peppers,436972.2372,546215.2965,5318.837916,1214084.287
"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Large,High-tech,Zucchini,361618.0041,452022.5051,3989.845903,910726.9849
"Lihue, Hawaii",21.9769622,-159.3687721,Plant Factory,Large,High-tech,Strawberries,320968.3605,401210.4507,7886.316517,1800140.015
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,Low-tech,Roses,317179.7411,317179.7411,0,0
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,Low-tech,Lettuce,412206.1565,412206.1565,0,0
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,Low-tech,Spinach,415246.5677,415246.5677,0,0
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,Low-tech,Broccoli,412520.3159,412520.3159,0,0
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,Low-tech,Basil,377236.8623,377236.8623,0,0
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,Low-tech,Tomatoes,544379.1803,544379.1803,0,0
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,Low-tech,Bell peppers,478263.5751,478263.5751,0,0
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,Low-tech,Zucchini,393210.2954,393210.2954,0,0
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,Low-tech,Strawberries,349400.8853,349400.8853,0,0
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,High-tech,Roses,324742.9309,324742.9309,33.28776,13072.10335
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,High-tech,Lettuce,420940.0597,420940.0597,33.28776,13072.10335
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,High-tech,Spinach,424199.3356,424199.3356,33.28776,13072.10335
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,High-tech,Broccoli,420431.3029,420431.3029,33.28776,13072.10335
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,High-tech,Basil,386222.1899,386222.1899,33.28776,13072.10335
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,High-tech,Tomatoes,559318.331,559318.331,33.28776,13072.10335
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,High-tech,Bell peppers,490508.3359,490508.3359,33.28776,13072.10335
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,High-tech,Zucchini,401623.2169,401623.2169,33.28776,13072.10335
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Small,High-tech,Strawberries,356682.4975,356682.4975,33.28776,13072.10335
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,Low-tech,Roses,555064.5469,555064.5469,0,0
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,Low-tech,Lettuce,721360.7738,721360.7738,0,0
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,Low-tech,Spinach,726681.4935,726681.4935,0,0
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,Low-tech,Broccoli,721910.5529,721910.5529,0,0
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,Low-tech,Basil,660164.5091,660164.5091,0,0
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,Low-tech,Tomatoes,952663.5655,952663.5655,0,0
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,Low-tech,Bell peppers,836961.2564,836961.2564,0,0
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,Low-tech,Zucchini,688118.017,688118.017,0,0
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,Low-tech,Strawberries,611451.5493,611451.5493,0,0
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,High-tech,Roses,568300.1291,568300.1291,64.1925,25208.39475
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,High-tech,Lettuce,736645.1044,736645.1044,64.1925,25208.39475
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,High-tech,Spinach,742348.8372,742348.8372,64.1925,25208.39475
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,High-tech,Broccoli,735754.78,735754.78,64.1925,25208.39475
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,High-tech,Basil,675888.8323,675888.8323,64.1925,25208.39475
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,High-tech,Tomatoes,978807.0792,978807.0792,64.1925,25208.39475
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,High-tech,Bell peppers,858389.5878,858389.5878,64.1925,25208.39475
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,High-tech,Zucchini,702840.6297,702840.6297,64.1925,25208.39475
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Medium,High-tech,Strawberries,624194.3707,624194.3707,64.1925,25208.39475
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Large,Low-tech,Roses,792949.3527,792949.3527,0,0
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Large,Low-tech,Lettuce,1030515.391,1030515.391,0,0
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Large,Low-tech,Spinach,1038116.419,1038116.419,0,0
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Large,Low-tech,Broccoli,1031300.79,1031300.79,0,0
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Large,Low-tech,Basil,943092.1558,943092.1558,0,0
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Large,Low-tech,Tomatoes,1360947.951,1360947.951,0,0
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Large,Low-tech,Bell peppers,1195658.938,1195658.938,0,0
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Large,Low-tech,Zucchini,983025.7386,983025.7386,0,0
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Large,Low-tech,Strawberries,873502.2132,873502.2132,0,0
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Large,High-tech,Roses,811857.3272,811857.3272,40.28112,15818.39582
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Large,High-tech,Lettuce,1052350.149,1052350.149,40.28112,15818.39582
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Large,High-tech,Spinach,1060498.339,1060498.339,40.28112,15818.39582
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Large,High-tech,Broccoli,1051078.257,1051078.257,40.28112,15818.39582
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Large,High-tech,Basil,965555.4747,965555.4747,40.28112,15818.39582
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Large,High-tech,Tomatoes,1398295.827,1398295.827,40.28112,15818.39582
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Large,High-tech,Bell peppers,1226270.84,1226270.84,40.28112,15818.39582
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Large,High-tech,Zucchini,1004058.042,1004058.042,40.28112,15818.39582
"Tampa, Florida",27.9477595,-82.458444,Hoop House,Large,High-tech,Strawberries,891706.2438,891706.2438,40.28112,15818.39582
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Small,Low-tech,Roses,390667.1948,390667.1948,44.38368,17429.47114
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Small,Low-tech,Lettuce,507735.1083,507735.1083,44.38368,17429.47114
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Small,Low-tech,Spinach,511474.7448,511474.7448,44.38368,17429.47114
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Small,Low-tech,Broccoli,508147.9172,508147.9172,44.38368,17429.47114
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Small,Low-tech,Basil,464633.9817,464633.9817,44.38368,17429.47114
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Small,Low-tech,Tomatoes,670444.5089,670444.5089,44.38368,17429.47114
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Small,Low-tech,Bell peppers,589041.5212,589041.5212,44.38368,17429.47114
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Small,Low-tech,Zucchini,484334.0954,484334.0954,44.38368,17429.47114
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Small,Low-tech,Strawberries,430375.9588,430375.9588,44.38368,17429.47114
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Small,High-tech,Roses,405300.8222,810601.6444,449.5348387,143720.4581
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Small,High-tech,Lettuce,524569.3151,1049138.63,300.0285408,101120.2852
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Small,High-tech,Spinach,528727.9065,1057455.813,303.0945753,101449.4318
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Small,High-tech,Broccoli,523390.3979,1046780.796,285.5014787,101134.5361
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Small,High-tech,Basil,481982.2545,963964.5091,385.1600135,125655.7311
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Small,High-tech,Tomatoes,699346.8796,1398693.759,540.0615254,158929.6343
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Small,High-tech,Bell peppers,612700.4307,1225400.861,436.2224951,133114.0287
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Small,High-tech,Zucchini,500548.0337,1001096.067,299.9853036,100628.2643
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Small,High-tech,Strawberries,444392.6401,888785.2802,332.7383971,121420.4646
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Medium,Low-tech,Roses,683667.5908,683667.5908,86.355,33911.6085
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Medium,Low-tech,Lettuce,888536.4395,888536.4395,86.355,33911.6085
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Medium,Low-tech,Spinach,895080.8033,895080.8033,86.355,33911.6085
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Medium,Low-tech,Broccoli,889258.8552,889258.8552,86.355,33911.6085
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Medium,Low-tech,Basil,813109.468,813109.468,86.355,33911.6085
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Medium,Low-tech,Tomatoes,1173277.891,1173277.891,86.355,33911.6085
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Medium,Low-tech,Bell peppers,1030822.662,1030822.662,86.355,33911.6085
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Medium,Low-tech,Zucchini,847584.6669,847584.6669,86.355,33911.6085
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Medium,Low-tech,Strawberries,753157.928,753157.928,86.355,33911.6085
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Medium,High-tech,Roses,709276.4389,1418552.878,738.2090576,237420.031
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Medium,High-tech,Lettuce,917996.3013,1835992.603,499.2878559,169217.7327
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Medium,High-tech,Spinach,925273.8363,1850547.673,504.2760774,169774.9299
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Medium,High-tech,Broccoli,915933.1962,1831866.392,475.7293602,169135.3366
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Medium,High-tech,Basil,843468.9454,1686937.891,635.6211097,208665.4646
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Medium,High-tech,Tomatoes,1223857.039,2447714.079,884.5007119,262181.6315
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Medium,High-tech,Bell peppers,1072225.754,2144451.508,718.1322172,220737.4992
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Medium,High-tech,Zucchini,875959.0589,1751918.118,498.9752616,168338.9374
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Medium,High-tech,Strawberries,777687.1202,1555374.24,553.3243927,202812.3417
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Large,Low-tech,Roses,976667.9869,976667.9869,55.4796,21786.83892
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Large,Low-tech,Lettuce,1269337.771,1269337.771,55.4796,21786.83892
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Large,Low-tech,Spinach,1278686.862,1278686.862,55.4796,21786.83892
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Large,Low-tech,Broccoli,1270369.793,1270369.793,55.4796,21786.83892
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Large,Low-tech,Basil,1161584.954,1161584.954,55.4796,21786.83892
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Large,Low-tech,Tomatoes,1676111.272,1676111.272,55.4796,21786.83892
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Large,Low-tech,Bell peppers,1472603.803,1472603.803,55.4796,21786.83892
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Large,Low-tech,Zucchini,1210835.238,1210835.238,55.4796,21786.83892
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Large,Low-tech,Strawberries,1075939.897,1075939.897,55.4796,21786.83892
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Large,High-tech,Roses,1013252.056,2026504.111,944.8024612,299738.102
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Large,High-tech,Lettuce,1311423.288,2622846.575,620.2407728,206984.6663
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Large,High-tech,Spinach,1321819.766,2643639.532,627.072554,207760.8529
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Large,High-tech,Broccoli,1308475.995,2616951.989,588.0736104,206823.3078
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Large,High-tech,Basil,1204955.636,2409911.273,805.6744655,260766.2017
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Large,High-tech,Tomatoes,1748367.199,3496734.398,1144.762388,333702.7106
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Large,High-tech,Bell peppers,1531751.077,3063502.154,918.3810605,277246.874
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Large,High-tech,Zucchini,1251370.084,2502740.168,619.6254375,205715.0076
"Tampa, Florida",27.9477595,-82.458444,Greenhouse,Large,High-tech,Strawberries,1110981.6,2221963.201,695.4757709,253671.0064
"Tampa, Florida",27.9477595,-82.458444,Plant Factory,Small,High-tech,Roses,142854.6058,178568.2572,2728.365871,1071429.278
"Tampa, Florida",27.9477595,-82.458444,Plant Factory,Small,High-tech,Lettuce,186234.2525,232792.8156,1694.658498,665492.392
"Tampa, Florida",27.9477595,-82.458444,Plant Factory,Small,High-tech,Spinach,187434.9974,234293.7468,1642.845089,645145.2665
